Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
02-Dec-2012,252.034,210.117,-41.917,86.439,8.054,94.493,88.529,17.967,9.128,0.000,210.117,0.000,11211,-1800
03-Dec-2012,255.971,213.545,-42.426,87.294,6.943,94.237,92.176,19.156,7.976,0.000,213.545,0.000,11243,-1800
04-Dec-2012,254.189,212.970,-41.219,90.791,7.307,98.098,86.343,19.252,9.277,0.000,212.970,0.000,11357,-1800
05-Dec-2012,254.359,209.329,-45.030,93.007,11.337,104.344,81.418,14.112,9.455,0.000,209.329,0.000,11253,-1900
06-Dec-2012,265.628,212.074,-53.554,91.469,9.284,100.753,81.203,18.110,12.008,0.000,212.074,0.000,11487,-2300
07-Dec-2012,268.281,213.667,-54.614,89.949,7.595,97.544,88.741,18.286,9.096,0.000,213.667,0.000,11853,-2500
08-Dec-2012,266.481,206.646,-59.835,82.488,6.825,89.313,90.470,16.830,10.033,0.000,206.646,0.000,11720,-2750
09-Dec-2012,264.017,208.500,-55.517,82.801,7.053,89.854,91.503,16.788,10.355,0.000,208.500,0.000,11348,-2500
10-Dec-2012,271.497,215.914,-55.583,84.352,7.546,91.898,97.048,16.889,10.079,0.000,215.914,0.000,11803,-2400
11-Dec-2012,270.290,224.569,-45.721,95.510,5.287,100.797,96.275,18.463,9.034,0.000,224.569,0.000,11706,-2000
12-Dec-2012,278.057,228.274,-49.783,93.923,5.516,99.439,98.248,20.551,10.036,0.000,228.274,0.000,12143,-2000
13-Dec-2012,278.730,228.516,-50.214,94.366,3.856,98.222,100.005,21.409,8.880,0.000,228.516,0.000,11918,-2000
14-Dec-2012,279.910,230.484,-49.426,96.669,3.502,100.171,99.386,21.849,9.078,0.000,230.484,0.000,12696,-2400
15-Dec-2012,273.956,226.618,-47.338,97.046,2.700,99.746,100.491,17.821,8.560,0.000,226.618,0.000,11893,-2300
16-Dec-2012,264.250,222.177,-42.073,95.056,2.217,97.273,97.303,15.736,11.865,0.000,222.177,0.000,11712,-2000
17-Dec-2012,271.461,222.028,-49.433,90.547,1.553,92.100,102.171,15.958,11.799,0.000,222.028,0.000,11799,-2250
18-Dec-2012,272.271,217.879,-54.392,85.029,2.734,87.763,102.559,17.483,10.074,0.000,217.879,0.000,11648,-2400
19-Dec-2012,277.586,219.432,-58.154,82.156,3.129,85.285,110.181,14.845,9.121,0.000,219.432,0.000,11925,-2500
20-Dec-2012,276.937,222.700,-54.237,93.629,4.302,97.931,103.806,12.205,8.758,0.000,222.700,0.000,12216,-2250
21-Dec-2012,277.636,226.357,-51.279,92.428,5.831,98.259,102.295,17.186,8.617,0.000,226.357,0.000,11964,-2125
22-Dec-2012,273.389,221.116,-52.273,91.430,7.116,98.546,96.495,16.893,9.182,0.000,221.116,0.000,12561,-2300
23-Dec-2012,268.634,221.569,-47.065,91.043,7.082,98.125,96.721,17.503,9.220,0.000,221.569,0.000,11931,-2100
24-Dec-2012,277.768,224.858,-52.910,95.408,6.984,102.392,96.296,17.155,9.015,0.000,224.858,0.000,11952,-2000
25-Dec-2012,278.880,230.013,-48.867,97.064,5.971,103.035,102.170,15.427,9.381,0.000,230.013,0.000,12115,-2000
26-Dec-2012,275.193,228.790,-46.403,97.613,4.275,101.888,105.160,13.400,8.342,0.000,228.790,0.000,12575,-2500
27-Dec-2012,277.375,231.249,-46.126,98.707,4.607,103.314,103.082,16.303,8.550,0.000,231.249,0.000,12315,-2000
28-Dec-2012,279.058,228.300,-50.758,97.943,4.782,102.725,101.321,15.810,8.444,0.000,228.300,0.000,12115,-2000
29-Dec-2012,266.802,227.926,-38.876,93.602,4.876,98.478,101.872,17.880,9.696,0.000,227.926,0.000,12551,-2142
30-Dec-2012,264.601,228.670,-35.931,91.754,6.733,98.487,100.373,20.407,9.403,0.000,228.670,0.000,12251,-1700
31-Dec-2012,276.377,228.930,-47.447,96.793,6.890,103.683,100.703,14.909,9.635,0.000,228.930,0.000,12355,-2100
01-Jan-2013,280.443,227.598,-52.845,98.775,6.588,105.363,99.279,13.363,9.593,0.000,227.598,0.000,12438,-2500
02-Jan-2013,283.278,223.783,-59.495,96.692,7.005,103.697,97.952,13.414,8.720,0.000,223.783,0.000,12355,-2750
03-Jan-2013,290.606,223.325,-67.281,96.916,7.192,104.108,97.285,13.222,8.710,0.000,223.325,0.000,12919,-2800
04-Jan-2013,294.943,229.993,-64.950,98.040,8.506,106.546,99.701,13.827,9.919,0.000,229.993,0.000,12915,-3000
05-Jan-2013,289.781,225.966,-63.815,87.055,13.190,100.245,102.274,13.008,10.439,0.000,225.966,0.000,12913,-2600
06-Jan-2013,283.396,221.203,-62.193,84.847,16.573,101.420,97.322,12.330,10.131,0.000,221.203,0.000,12589,-2600
07-Jan-2013,299.253,228.471,-70.782,90.595,12.229,102.824,102.563,13.876,9.208,0.000,228.471,0.000,13407,-3000
08-Jan-2013,298.281,231.154,-67.127,92.403,13.202,105.605,99.661,17.333,8.555,0.000,231.154,0.000,12852,-2900
09-Jan-2013,300.285,234.788,-65.497,101.385,9.011,110.396,91.545,23.147,9.700,0.000,234.788,0.000,12971,-2750
10-Jan-2013,289.664,239.839,-49.825,98.653,5.318,103.971,100.002,26.391,9.475,0.000,239.839,0.000,12953,-2450
11-Jan-2013,283.997,238.626,-45.371,93.057,6.609,99.666,103.293,26.983,8.684,0.000,238.626,0.000,12868,-2000
12-Jan-2013,280.996,241.307,-39.689,95.117,6.619,101.736,105.209,25.923,8.439,0.000,241.307,0.000,13236,-2000
13-Jan-2013,270.524,232.902,-37.622,98.432,6.984,105.416,103.175,15.421,8.890,0.000,232.902,0.000,12316,-1570
14-Jan-2013,269.287,228.127,-41.160,97.207,7.659,104.866,102.300,12.088,8.873,0.000,228.127,0.000,12195,-1800
15-Jan-2013,265.434,225.119,-40.315,89.091,10.242,99.333,104.103,13.136,8.547,0.000,225.119,0.000,12203,-1800
16-Jan-2013,283.552,227.526,-56.026,92.236,7.825,100.061,106.540,12.170,8.755,0.000,227.526,0.000,12363,-2400
17-Jan-2013,295.738,230.829,-64.909,94.920,7.762,102.682,107.079,12.441,8.627,0.000,230.829,0.000,12956,-2900
18-Jan-2013,294.733,235.637,-59.096,103.820,8.170,111.990,102.350,12.834,8.463,0.000,235.637,0.000,12967,-2600
19-Jan-2013,293.653,238.287,-55.366,103.892,8.372,112.264,104.690,12.428,8.905,0.000,238.287,0.000,12648,-2500
20-Jan-2013,280.116,237.445,-42.671,101.980,7.792,109.772,101.280,16.387,10.006,0.000,237.445,0.000,12401,-2000
21-Jan-2013,293.638,238.115,-55.523,102.200,9.282,111.482,100.075,15.932,10.626,0.000,238.115,0.000,12591,-2300
22-Jan-2013,289.682,240.800,-48.882,101.200,8.620,109.820,101.220,21.063,8.697,0.000,240.800,0.000,12504,-2000
23-Jan-2013,299.951,242.177,-57.774,103.025,9.901,112.926,102.003,18.544,8.704,0.000,242.177,0.000,13187,-2500
24-Jan-2013,302.700,243.423,-59.277,105.749,10.686,116.435,105.506,12.259,9.223,0.000,243.423,0.000,13094,-2500
25-Jan-2013,300.807,242.905,-57.902,102.741,11.430,114.171,104.566,15.477,8.691,0.000,242.905,0.000,12915,-2200
26-Jan-2013,285.064,239.945,-45.119,101.644,9.095,110.739,103.382,16.485,9.339,0.000,239.945,0.000,12784,-2200
27-Jan-2013,277.674,238.623,-39.051,101.650,9.868,111.518,104.480,13.356,9.269,0.000,238.623,0.000,12292,-1500
28-Jan-2013,290.087,243.229,-46.858,101.440,8.886,110.326,107.630,14.363,10.910,0.000,243.229,0.000,12843,-2000
29-Jan-2013,284.680,237.200,-47.480,100.550,6.552,107.102,104.550,16.502,9.046,0.000,237.200,0.000,12923,-2000
30-Jan-2013,290.921,235.235,-55.686,95.501,13.049,108.550,101.160,16.438,9.087,0.000,235.235,0.000,13154,-2300
31-Jan-2013,294.138,236.542,-57.596,94.633,12.169,106.802,102.550,17.510,9.680,0.000,236.542,0.000,13126,-2500
01-Feb-2013,294.505,234.634,-59.871,107.321,10.779,118.100,93.592,14.623,8.319,0.000,234.634,0.000,13194,-2600
02-Feb-2013,292.640,238.867,-53.773,107.567,11.247,118.814,92.213,18.208,9.632,0.000,238.867,0.000,12898,-2500
03-Feb-2013,285.813,232.450,-53.363,105.862,9.859,115.721,91.606,16.131,8.992,0.000,232.450,0.000,12875,-2500
04-Feb-2013,296.051,235.815,-60.236,106.370,11.963,118.333,96.273,12.226,8.983,0.000,235.815,0.000,12495,-2000
05-Feb-2013,299.169,232.029,-67.140,98.921,14.967,113.888,98.830,10.249,9.062,0.000,232.029,0.000,12633,-2500
06-Feb-2013,305.237,234.232,-71.005,101.524,13.739,115.263,98.226,10.799,9.944,0.000,234.232,0.000,13000,-2635
07-Feb-2013,310.678,238.742,-71.936,103.198,11.927,115.125,102.449,12.388,8.780,0.000,238.742,0.000,13509,-2500
08-Feb-2013,295.756,241.974,-53.782,106.465,10.300,116.765,99.795,16.656,8.758,0.000,241.974,0.000,13211,-2300
09-Feb-2013,286.025,245.976,-40.049,102.881,11.245,114.126,101.238,19.267,11.345,0.000,245.976,0.000,13148,-2000
10-Feb-2013,278.706,242.125,-36.581,104.490,11.038,115.528,100.382,15.373,10.842,0.000,242.125,0.000,12893,-1750
11-Feb-2013,292.489,239.905,-52.584,106.892,11.809,118.701,99.043,12.276,9.885,0.000,239.905,0.000,12872,-2400
12-Feb-2013,302.944,244.851,-58.093,107.979,12.489,120.468,101.499,13.139,9.745,0.000,244.851,0.000,12800,-2000
13-Feb-2013,302.945,246.107,-56.838,108.224,12.138,120.362,103.331,12.642,9.772,0.000,246.107,0.000,13836,-3000
14-Feb-2013,302.913,246.890,-56.023,107.459,9.951,117.410,107.031,12.829,9.620,0.000,246.890,0.000,13154,-2335
15-Feb-2013,299.793,242.985,-56.808,102.808,8.541,111.349,110.083,11.710,9.843,0.000,242.985,0.000,12961,-2400
16-Feb-2013,260.956,225.083,-35.873,93.353,6.177,99.530,103.738,13.113,8.702,0.000,225.083,0.000,12220,-1800
17-Feb-2013,235.004,207.175,-27.829,84.862,6.632,91.494,94.478,12.629,8.574,0.000,207.175,0.000,10962,-1500
18-Feb-2013,253.994,221.197,-32.797,91.162,5.750,96.912,102.872,12.010,9.403,0.000,221.197,0.000,11585,-1500
19-Feb-2013,261.910,226.712,-35.198,94.147,7.896,102.043,99.065,16.408,9.196,0.000,226.712,0.000,11685,-1600
20-Feb-2013,264.738,226.914,-37.824,95.157,7.100,102.257,99.527,17.098,8.032,0.000,226.914,0.000,12024,-1600
21-Feb-2013,272.977,233.460,-39.517,101.721,8.270,109.991,97.229,17.607,8.633,0.000,233.460,0.000,12081,-2000
22-Feb-2013,283.930,237.467,-46.463,104.009,8.664,112.673,98.948,16.217,9.629,0.000,237.467,0.000,12469,-2000
23-Feb-2013,279.190,238.597,-40.593,104.901,8.386,113.287,103.082,12.770,9.458,0.000,238.597,0.000,12686,-1690
24-Feb-2013,277.396,238.499,-38.897,101.102,8.465,109.567,106.802,13.266,8.864,0.000,238.499,0.000,12162,-1800
25-Feb-2013,292.801,238.334,-54.467,105.223,8.912,114.135,102.401,12.641,9.157,0.000,238.334,0.000,12643,-2400
26-Feb-2013,297.631,236.435,-61.196,103.938,8.463,112.401,101.810,13.253,8.971,0.000,236.435,0.000,12808,-2750
27-Feb-2013,306.106,237.572,-68.534,104.465,8.034,112.499,104.036,11.846,9.191,0.000,237.572,0.000,13608,-3250
28-Feb-2013,311.767,235.637,-76.130,99.166,8.811,107.977,103.851,13.988,9.821,0.000,235.637,0.000,13508,-3000
01-Mar-2013,309.741,233.856,-75.885,99.973,11.522,111.495,100.278,12.801,9.282,0.000,233.856,0.000,13790,-3500
02-Mar-2013,304.091,235.553,-68.538,99.535,11.073,110.608,99.027,16.992,8.926,0.000,235.553,0.000,13434,-3000
03-Mar-2013,296.680,239.936,-56.744,103.431,9.739,113.170,99.606,16.559,10.601,0.000,239.936,0.000,12740,-2400
04-Mar-2013,298.518,244.274,-54.244,100.053,10.048,110.101,104.123,18.124,11.926,0.000,244.274,0.000,13432,-2400
05-Mar-2013,302.500,247.091,-55.409,106.244,8.883,115.127,101.759,17.763,12.442,0.000,247.091,0.000,13205,-2400
06-Mar-2013,309.808,242.879,-66.929,104.775,11.849,116.624,101.161,14.374,10.720,0.000,242.879,0.000,13590,-3000
07-Mar-2013,305.449,243.885,-61.564,105.773,13.473,119.246,98.153,16.373,10.113,0.000,243.885,0.000,13431,-2750
08-Mar-2013,306.700,244.879,-61.821,105.801,14.004,119.805,98.272,16.918,9.884,0.000,244.879,0.000,13252,-2500
09-Mar-2013,309.408,245.726,-63.682,101.587,14.078,115.665,102.880,17.393,9.788,0.000,245.726,0.000,13703,-3000
10-Mar-2013,301.807,243.211,-58.596,100.912,13.874,114.786,101.906,14.902,11.617,0.000,243.211,0.000,13482,-2800
11-Mar-2013,309.072,243.893,-65.179,103.681,14.108,117.789,101.715,12.831,11.558,0.000,243.893,0.000,13583,-2800
12-Mar-2013,303.000,247.572,-55.428,106.724,12.584,119.308,103.399,15.492,9.373,0.000,247.572,0.000,13459,-2400
13-Mar-2013,312.844,247.730,-65.114,105.288,14.178,119.466,103.207,14.141,10.916,0.000,247.730,0.000,13690,-2800
14-Mar-2013,312.482,247.506,-64.976,104.975,13.489,118.464,102.726,16.016,10.300,0.000,247.506,0.000,14147,-3000
15-Mar-2013,310.617,249.002,-61.615,108.690,12.121,120.811,100.301,17.944,9.946,0.000,249.002,0.000,13730,-2750
16-Mar-2013,306.298,252.755,-53.543,108.440,11.521,119.961,104.159,17.514,11.121,0.000,252.755,0.000,13204,-2000
17-Mar-2013,299.963,246.930,-53.033,107.220,11.028,118.248,99.793,16.877,12.012,0.000,246.930,0.000,13779,-2700
18-Mar-2013,310.333,249.813,-60.520,105.518,12.152,117.670,99.028,20.944,12.171,0.000,249.813,0.000,14297,-3000
19-Mar-2013,314.247,249.219,-65.028,104.188,11.596,115.784,100.095,21.220,12.120,0.000,249.219,0.000,13953,-2710
20-Mar-2013,313.174,250.228,-62.946,103.033,11.499,114.532,100.281,22.444,12.971,0.000,250.228,0.000,13780,-2600
21-Mar-2013,317.364,252.365,-64.999,102.949,11.125,114.074,103.308,20.694,14.289,0.000,252.365,0.000,14258,-2800
22-Mar-2013,308.042,259.590,-48.452,107.541,10.186,117.727,108.308,21.094,12.461,0.000,259.590,0.000,13830,-2200
23-Mar-2013,306.984,254.658,-52.326,107.194,12.844,120.038,104.089,17.469,13.062,0.000,254.658,0.000,13840,-2400
24-Mar-2013,300.950,247.960,-52.990,96.032,15.807,111.839,105.906,18.379,11.836,0.000,247.960,0.000,13065,-2000
25-Mar-2013,313.087,251.671,-61.416,94.365,18.746,113.111,107.562,20.670,10.328,0.000,251.671,0.000,14234,-3000
26-Mar-2013,318.828,259.747,-59.081,102.782,14.776,117.558,106.390,22.014,13.785,0.000,259.747,0.000,13992,-2500
27-Mar-2013,304.362,255.771,-48.591,107.286,8.309,115.595,105.097,20.865,14.214,0.000,255.771,0.000,13399,-2000
28-Mar-2013,312.547,257.347,-55.200,107.722,12.314,120.036,106.452,17.149,13.710,0.000,257.347,0.000,13793,-2400
29-Mar-2013,318.531,254.169,-64.362,106.476,15.365,121.841,100.045,18.193,14.090,0.000,254.169,0.000,14019,-2800
30-Mar-2013,320.284,257.407,-62.877,109.729,16.086,125.815,99.817,17.458,14.317,0.000,257.407,0.000,14116,-2700
31-Mar-2013,312.914,253.671,-59.243,108.780,12.186,120.966,100.107,17.367,15.231,0.000,253.671,0.000,13805,-2750
01-Apr-2013,307.665,247.871,-59.794,107.933,14.490,122.423,84.942,16.198,24.308,0.000,247.871,0.000,12945,-2000
02-Apr-2013,293.242,248.305,-44.937,107.024,8.555,115.579,101.673,18.254,12.799,0.000,248.305,0.000,12895,-2000
03-Apr-2013,295.132,248.899,-46.233,107.422,12.732,120.154,98.925,17.229,12.591,0.000,248.899,0.000,12909,-2000
04-Apr-2013,307.147,253.784,-53.363,108.383,13.582,121.965,99.401,19.549,12.869,0.000,253.784,0.000,13055,-2000
05-Apr-2013,301.393,246.056,-55.337,95.138,21.639,116.777,100.178,16.306,12.795,0.000,246.056,0.000,13169,-2400
06-Apr-2013,302.330,248.875,-53.455,97.804,21.562,119.366,93.115,23.306,13.088,0.000,248.875,0.000,13328,-2400
07-Apr-2013,303.835,246.578,-57.257,103.653,16.644,120.297,94.141,19.094,13.046,0.000,246.578,0.000,13533,-2500
08-Apr-2013,308.829,250.522,-58.307,102.085,16.860,118.945,94.814,23.422,13.341,0.000,250.522,0.000,13591,-2500
09-Apr-2013,308.733,248.910,-59.823,101.384,15.293,116.677,96.478,22.407,13.348,0.000,248.910,0.000,13459,-2500
10-Apr-2013,310.668,244.979,-65.689,99.944,17.459,117.403,97.517,19.654,10.405,0.000,244.979,0.000,13711,-3000
11-Apr-2013,309.195,245.981,-63.214,98.976,16.735,115.711,98.377,20.441,11.452,0.000,245.981,0.000,13430,-2600
12-Apr-2013,304.594,248.741,-55.853,98.730,14.920,113.650,99.544,22.511,13.036,0.000,248.741,0.000,13367,-2330
13-Apr-2013,295.217,249.735,-45.482,101.966,13.566,115.532,102.453,18.604,13.146,0.000,249.735,0.000,13092,-2000
14-Apr-2013,287.956,248.941,-39.015,101.548,11.357,112.905,101.459,21.423,13.154,0.000,248.941,0.000,13210,-1800
15-Apr-2013,299.110,249.212,-49.898,101.805,14.680,116.485,104.572,15.129,13.026,0.000,249.212,0.000,13229,-2100
16-Apr-2013,297.416,249.555,-47.861,97.295,14.248,111.543,89.002,20.727,28.283,0.000,249.555,0.000,13411,-2300
17-Apr-2013,303.427,241.073,-62.354,88.260,19.177,107.437,100.724,19.169,13.743,0.000,241.073,0.000,13053,-2600
18-Apr-2013,309.298,245.004,-64.294,92.869,19.144,112.013,101.799,18.090,13.102,0.000,245.004,0.000,13245,-2700
19-Apr-2013,304.410,247.160,-57.250,98.461,16.883,115.344,98.432,23.515,9.869,0.000,247.160,0.000,13492,-2500
20-Apr-2013,273.368,237.938,-35.430,93.182,10.780,103.962,99.169,24.614,10.193,0.000,237.938,0.000,12175,-1500
21-Apr-2013,262.081,231.625,-30.456,94.974,10.863,105.837,94.139,20.126,11.523,0.000,231.625,0.000,12119,-1500
22-Apr-2013,268.187,234.620,-33.567,99.555,6.522,106.077,97.748,19.530,11.265,0.000,234.620,0.000,11932,-1500
23-Apr-2013,269.174,234.982,-34.192,94.501,7.805,102.306,99.029,20.015,13.632,0.000,234.982,0.000,12284,-1750
24-Apr-2013,277.684,232.308,-45.376,84.612,13.773,98.385,99.768,20.092,14.063,0.000,232.308,0.000,12395,-2000
25-Apr-2013,282.463,238.518,-43.945,95.299,8.863,104.162,101.802,19.823,12.731,0.000,238.518,0.000,12517,-2000
26-Apr-2013,276.273,238.110,-38.163,97.496,9.195,106.691,98.408,20.237,12.774,0.000,238.110,0.000,12445,-1600
27-Apr-2013,279.228,242.471,-36.757,103.700,9.399,113.099,96.516,20.359,12.497,0.000,242.471,0.000,12470,-1600
28-Apr-2013,272.512,240.501,-32.011,102.294,8.342,110.636,97.258,19.919,12.688,0.000,240.501,0.000,12141,-1500
29-Apr-2013,285.689,242.852,-42.837,103.802,9.153,112.955,96.099,20.226,13.572,0.000,242.852,0.000,12676,-1900
30-Apr-2013,286.819,245.931,-40.888,105.013,9.111,114.124,99.591,19.822,12.394,0.000,245.931,0.000,12542,-1800
01-May-2013,276.469,239.578,-36.891,105.310,7.898,113.208,99.194,14.301,12.875,0.000,239.578,0.000,12844,-2000
02-May-2013,284.347,235.663,-48.684,102.588,13.711,116.299,95.712,10.864,12.788,0.000,235.663,0.000,12638,-2500
03-May-2013,288.398,242.562,-45.836,105.712,8.464,114.176,99.162,16.075,13.149,0.000,242.562,0.000,12622,-1910
04-May-2013,287.367,241.835,-45.532,103.774,9.370,113.144,87.778,16.291,24.622,0.000,241.835,0.000,12566,-2000
05-May-2013,273.332,236.992,-36.340,101.616,8.372,109.988,101.305,12.747,12.952,0.000,236.992,0.000,11978,-1500
06-May-2013,288.814,242.465,-46.349,103.684,10.149,113.833,103.391,12.612,12.629,0.000,242.465,0.000,12803,-2000
07-May-2013,288.622,239.735,-48.887,103.033,10.473,113.506,99.628,14.486,12.115,0.000,239.735,0.000,12783,-2200
08-May-2013,291.352,241.021,-50.331,107.117,8.162,115.279,99.177,13.456,13.109,0.000,241.021,0.000,12762,-2300
09-May-2013,295.113,242.038,-53.075,108.700,9.828,118.528,98.230,12.069,13.211,0.000,242.038,0.000,13142,-2500
10-May-2013,296.333,244.192,-52.141,107.239,9.245,116.484,98.969,14.965,13.774,0.000,244.192,0.000,13216,-2500
11-May-2013,289.896,247.727,-42.169,104.188,7.956,112.144,103.551,17.056,14.976,0.000,247.727,0.000,13869,-2500
12-May-2013,267.573,229.793,-37.780,92.064,7.295,99.359,103.071,12.234,15.129,0.000,229.793,0.000,12357,-2000
13-May-2013,275.502,240.380,-35.122,100.225,5.446,105.671,109.441,11.796,13.472,0.000,240.380,0.000,12366,-1463
14-May-2013,278.342,241.360,-36.982,98.516,6.072,104.588,110.232,12.040,14.500,0.000,241.360,0.000,12613,-1800
15-May-2013,278.105,238.412,-39.693,99.524,7.569,107.093,105.405,11.161,14.753,0.000,238.412,0.000,12527,-1800
16-May-2013,288.798,236.353,-52.445,94.631,8.871,103.502,107.319,11.402,14.130,0.000,236.353,0.000,12803,-2500
17-May-2013,289.956,238.536,-51.420,98.433,8.365,106.798,107.067,11.741,12.930,0.000,238.536,0.000,12800,-2500
18-May-2013,285.895,234.374,-51.521,94.511,8.046,102.557,107.539,10.754,13.524,0.000,234.374,0.000,12657,-2500
19-May-2013,277.067,240.083,-36.984,95.636,6.824,102.460,111.708,11.887,14.028,0.000,240.083,0.000,12457,-2000
20-May-2013,285.135,239.750,-45.385,88.705,6.803,95.508,115.283,13.985,14.974,0.000,239.750,0.000,12866,-2000
21-May-2013,284.050,243.179,-40.871,90.251,7.104,97.355,115.286,16.958,13.580,0.000,243.179,0.000,13029,-2000
22-May-2013,294.092,245.846,-48.246,90.920,7.622,98.542,115.642,16.805,14.857,0.000,245.846,0.000,12796,-2000
23-May-2013,294.445,242.988,-51.457,88.572,7.631,96.203,116.856,14.850,15.079,0.000,242.988,0.000,13601,-2300
24-May-2013,293.380,242.931,-50.449,95.553,6.449,102.002,110.356,14.995,15.578,0.000,242.931,0.000,13236,-2200
25-May-2013,286.826,244.028,-42.798,103.302,7.072,110.374,108.262,10.195,15.197,0.000,244.028,0.000,12980,-2100
26-May-2013,270.409,243.375,-27.034,102.957,6.800,109.757,108.453,10.516,14.649,0.000,243.375,0.000,12311,-1500
27-May-2013,270.014,240.334,-29.680,97.795,4.247,102.042,111.792,11.385,15.115,0.000,240.334,0.000,12055,-1500
28-May-2013,275.987,242.040,-33.947,98.851,5.934,104.785,110.401,11.802,15.052,0.000,242.040,0.000,11940,-1500
29-May-2013,269.818,235.346,-34.472,99.021,5.437,104.458,104.616,12.252,14.020,0.000,235.346,0.000,11992,-1500
30-May-2013,266.196,234.810,-31.386,98.106,4.979,103.085,105.458,12.846,13.421,0.000,234.810,0.000,11651,-1300
31-May-2013,271.158,224.478,-46.680,91.960,9.883,101.843,97.832,14.374,10.429,0.000,224.478,0.000,12059,-2000
01-Jun-2013,258.391,225.773,-32.618,95.732,6.941,102.673,97.625,14.420,11.055,0.000,225.773,0.000,11605,-1500
02-Jun-2013,246.974,215.758,-31.216,98.200,4.019,102.219,89.776,11.619,12.144,0.000,215.758,0.000,10934,-1500
03-Jun-2013,258.150,223.695,-34.455,99.599,6.131,105.730,93.164,12.127,12.674,0.000,223.695,0.000,11545,-1700
04-Jun-2013,253.630,223.622,-30.008,96.396,5.351,101.747,95.832,12.509,13.534,0.000,223.622,0.000,11542,-1500
05-Jun-2013,258.312,227.362,-30.950,98.921,7.604,106.525,93.403,14.170,13.264,0.000,227.362,0.000,11190,-1200
06-Jun-2013,253.340,221.562,-31.778,96.727,5.266,101.993,94.069,13.113,12.387,0.000,221.562,0.000,11395,-1300
07-Jun-2013,251.738,222.615,-29.123,94.697,5.890,100.587,96.444,12.803,12.781,0.000,222.615,0.000,11082,-1200
08-Jun-2013,236.286,210.040,-26.246,85.866,4.516,90.382,93.436,12.707,13.515,0.000,210.040,0.000,10956,-1400
